CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME,INSTANCE,TYPE
11,30,60,16,114,144,10,R105,R
12,20,65,12,57,87,10,R105,R
13,50,35,19,53,83,10,R105,R
14,30,25,23,149,179,10,R105,R
15,15,10,20,32,62,10,R105,R
16,30,5,8,51,81,10,R105,R
17,10,20,19,65,95,10,R105,R
18,5,30,2,147,177,10,R105,R
19,20,40,12,77,107,10,R105,R
20,15,60,17,66,96,10,R105,R
21,45,65,9,116,146,10,R105,R
22,45,20,11,52,82,10,R105,R
23,45,10,18,87,117,10,R105,R
24,55,5,29,58,88,10,R105,R
25,65,35,3,143,173,10,R105,R
26,65,20,6,156,186,10,R105,R
27,45,30,17,122,152,10,R105,R
28,35,40,16,27,57,10,R105,R
29,41,37,16,29,59,10,R105,R
30,64,42,9,53,83,10,R105,R
31,40,60,21,61,91,10,R105,R
32,31,52,27,40,70,10,R105,R
33,35,69,23,131,161,10,R105,R
34,53,52,11,27,57,10,R105,R
35,65,55,14,107,137,10,R105,R
36,63,65,8,133,163,10,R105,R
37,2,60,5,41,71,10,R105,R
38,20,20,8,124,154,10,R105,R
39,5,5,16,73,103,10,R105,R
40,60,12,31,34,64,10,R105,R
41,40,25,9,75,105,10,R105,R
42,42,7,5,87,117,10,R105,R
43,24,12,5,25,55,10,R105,R
44,23,3,7,122,152,10,R105,R
45,11,14,18,59,89,10,R105,R
46,6,38,16,29,59,10,R105,R
47,2,48,1,107,137,10,R105,R
48,8,56,27,41,71,10,R105,R
49,13,52,36,155,185,10,R105,R
50,6,68,30,98,128,10,R105,R
51,47,47,13,114,144,10,R105,R
52,49,58,10,78,108,10,R105,R
53,27,43,9,42,72,10,R105,R
54,37,31,14,85,115,10,R105,R
55,57,29,18,130,160,10,R105,R
56,63,23,2,126,156,10,R105,R
57,53,12,6,120,150,10,R105,R
58,32,12,7,91,121,10,R105,R
59,36,26,18,180,210,10,R105,R
60,21,24,28,17,47,10,R105,R
61,17,34,3,152,182,10,R105,R
62,12,24,13,66,96,10,R105,R
63,24,58,19,48,78,10,R105,R
64,27,69,10,34,64,10,R105,R
65,15,77,9,63,93,10,R105,R
66,62,77,20,49,79,10,R105,R
67,49,73,25,117,147,10,R105,R
68,67,5,25,73,103,10,R105,R
69,56,39,36,132,162,10,R105,R
70,37,47,6,40,70,10,R105,R
71,37,56,5,168,198,10,R105,R
72,57,68,15,67,97,10,R105,R
73,47,16,25,25,55,10,R105,R
74,44,17,9,68,98,10,R105,R
75,46,13,8,139,169,10,R105,R
76,49,11,18,59,89,10,R105,R
77,49,42,13,63,93,10,R105,R
78,53,43,14,169,199,10,R105,R
79,61,52,3,86,116,10,R105,R
80,57,48,23,82,112,10,R105,R
81,56,37,6,168,198,10,R105,R
82,55,54,26,84,114,10,R105,R
83,15,47,16,45,75,10,R105,R
84,14,37,11,34,64,10,R105,R
85,11,31,7,91,121,10,R105,R
86,16,22,41,81,111,10,R105,R
87,4,18,35,84,114,10,R105,R
88,28,18,26,83,113,10,R105,R
89,26,52,9,64,94,10,R105,R
90,26,35,15,166,196,10,R105,R
91,31,67,3,85,115,10,R105,R
92,15,19,1,150,180,10,R105,R
93,22,22,2,18,48,10,R105,R
94,18,24,22,169,199,10,R105,R
95,26,27,27,90,120,10,R105,R
96,25,24,20,29,59,10,R105,R
97,22,27,11,125,155,10,R105,R
98,25,21,12,123,153,10,R105,R
99,19,21,10,48,78,10,R105,R
100,20,26,9,73,103,10,R105,R
101,18,18,17,165,195,10,R105,R
1,35,35,0,0,230,0,R106,R
2,41,49,10,0,204,10,R106,R
3,35,17,7,0,202,10,R106,R
4,55,45,13,0,197,10,R106,R
5,55,20,19,139,169,10,R106,R
6,15,30,26,0,199,10,R106,R
7,25,30,3,89,119,10,R106,R
8,20,50,5,0,198,10,R106,R
9,10,43,9,85,115,10,R106,R
10,55,60,16,87,117,10,R106,R
11,30,60,16,114,144,10,R106,R
12,20,65,12,57,87,10,R106,R
13,50,35,19,0,205,10,R106,R
14,30,25,23,149,179,10,R106,R
15,15,10,20,32,62,10,R106,R
16,30,5,8,51,81,10,R106,R
17,10,20,19,65,95,10,R106,R
18,5,30,2,147,177,10,R106,R
19,20,40,12,77,107,10,R106,R
20,15,60,17,66,96,10,R106,R
21,45,65,9,116,146,10,R106,R
22,45,20,11,0,201,10,R106,R
23,45,10,18,87,117,10,R106,R
24,55,5,29,58,88,10,R106,R
25,65,35,3,143,173,10,R106,R
26,65,20,6,156,186,10,R106,R
27,45,30,17,0,208,10,R106,R
28,35,40,16,27,57,10,R106,R
29,41,37,16,29,59,10,R106,R
30,64,42,9,53,83,10,R106,R
31,40,60,21,61,91,10,R106,R
32,31,52,27,0,202,10,R106,R
33,35,69,23,131,161,10,R106,R
34,53,52,11,27,57,10,R106,R
35,65,55,14,0,183,10,R106,R
36,63,65,8,133,163,10,R106,R
37,2,60,5,41,71,10,R106,R
38,20,20,8,0,198,10,R106,R
39,5,5,16,73,103,10,R106,R
40,60,12,31,34,64,10,R106,R
41,40,25,9,75,105,10,R106,R
42,42,7,5,87,117,10,R106,R
43,24,12,5,25,55,10,R106,R
44,23,3,7,122,152,10,R106,R
45,11,14,18,59,89,10,R106,R
46,6,38,16,29,59,10,R106,R
47,2,48,1,107,137,10,R106,R
48,8,56,27,41,71,10,R106,R
49,13,52,36,0,192,10,R106,R
50,6,68,30,98,128,10,R106,R
51,47,47,13,0,203,10,R106,R
52,49,58,10,78,108,10,R106,R
53,27,43,9,0,208,10,R106,R
54,37,31,14,85,115,10,R106,R
55,57,29,18,130,160,10,R106,R
56,63,23,2,126,156,10,R106,R
57,53,12,6,120,150,10,R106,R
58,32,12,7,91,121,10,R106,R
59,36,26,18,180,210,10,R106,R
60,21,24,28,0,202,10,R106,R
61,17,34,3,152,182,10,R106,R
62,12,24,13,66,96,10,R106,R
63,24,58,19,48,78,10,R106,R
64,27,69,10,34,64,10,R106,R
65,15,77,9,63,93,10,R106,R
66,62,77,20,49,79,10,R106,R
67,49,73,25,117,147,10,R106,R
68,67,5,25,73,103,10,R106,R
69,56,39,36,132,162,10,R106,R
70,37,47,6,40,70,10,R106,R
71,37,56,5,168,198,10,R106,R
72,57,68,15,67,97,10,R106,R
73,47,16,25,0,197,10,R106,R
74,44,17,9,68,98,10,R106,R
75,46,13,8,139,169,10,R106,R
76,49,11,18,0,192,10,R106,R
77,49,42,13,63,93,10,R106,R
78,53,43,14,169,199,10,R106,R
79,61,52,3,86,116,10,R106,R
80,57,48,23,82,112,10,R106,R
81,56,37,6,168,198,10,R106,R
82,55,54,26,84,114,10,R106,R
83,15,47,16,0,196,10,R106,R
84,14,37,11,0,198,10,R106,R
85,11,31,7,91,121,10,R106,R
86,16,22,41,0,196,10,R106,R
87,4,18,35,84,114,10,R106,R
88,28,18,26,83,113,10,R106,R
89,26,52,9,64,94,10,R106,R
90,26,35,15,166,196,10,R106,R
91,31,67,3,85,115,10,R106,R
92,15,19,1,0,194,10,R106,R
93,22,22,2,18,48,10,R106,R
94,18,24,22,169,199,10,R106,R
95,26,27,27,0,207,10,R106,R
96,25,24,20,0,205,10,R106,R
97,22,27,11,0,204,10,R106,R
98,25,21,12,123,153,10,R106,R
99,19,21,10,0,198,10,R106,R
100,20,26,9,73,103,10,R106,R
101,18,18,17,165,195,10,R106,R
1,35,35,0,0,230,0,R107,R
2,41,49,10,0,204,10,R107,R
3,35,17,7,0,202,10,R107,R
4,55,45,13,0,197,10,R107,R
5,55,20,19,139,169,10,R107,R
6,15,30,26,0,199,10,R107,R
7,25,30,3,89,119,10,R107,R
8,20,50,5,0,198,10,R107,R
9,10,43,9,85,115,10,R107,R
10,55,60,16,87,117,10,R107,R
11,30,60,16,114,144,10,R107,R
12,20,65,12,57,87,10,R107,R
13,50,35,19,0,205,10,R107,R
14,30,25,23,149,179,10,R107,R
15,15,10,20,0,187,10,R107,R
16,30,5,8,51,81,10,R107,R
17,10,20,19,0,190,10,R107,R
18,5,30,2,147,177,10,R107,R
19,20,40,12,0,204,10,R107,R
20,15,60,17,0,187,10,R107,R
21,45,65,9,0,188,10,R107,R
22,45,20,11,0,201,10,R107,R
23,45,10,18,87,117,10,R107,R
24,55,5,29,58,88,10,R107,R
25,65,35,3,0,190,10,R107,R
26,65,20,6,156,186,10,R107,R
27,45,30,17,0,208,10,R107,R
28,35,40,16,27,57,10,R107,R
29,41,37,16,0,213,10,R107,R
30,64,42,9,0,190,10,R107,R
31,40,60,21,61,91,10,R107,R
32,31,52,27,0,202,10,R107,R
33,35,69,23,0,186,10,R107,R
34,53,52,11,27,57,10,R107,R
35,65,55,14,0,183,10,R107,R
36,63,65,8,133,163,10,R107,R
37,2,60,5,41,71,10,R107,R
38,20,20,8,0,198,10,R107,R
39,5,5,16,73,103,10,R107,R
40,60,12,31,34,64,10,R107,R
41,40,25,9,75,105,10,R107,R
42,42,7,5,87,117,10,R107,R
43,24,12,5,25,55,10,R107,R
44,23,3,7,0,185,10,R107,R
45,11,14,18,59,89,10,R107,R
46,6,38,16,29,59,10,R107,R
47,2,48,1,0,184,10,R107,R
48,8,56,27,0,185,10,R107,R
49,13,52,36,0,192,10,R107,R
50,6,68,30,98,128,10,R107,R
51,47,47,13,0,203,10,R107,R
52,49,58,10,0,193,10,R107,R
53,27,43,9,0,208,10,R107,R
54,37,31,14,85,115,10,R107,R
55,57,29,18,0,197,10,R107,R
56,63,23,2,126,156,10,R107,R
57,53,12,6,120,150,10,R107,R
58,32,12,7,0,196,10,R107,R
59,36,26,18,180,210,10,R107,R
60,21,24,28,0,202,10,R107,R
61,17,34,3,0,201,10,R107,R
62,12,24,13,0,194,10,R107,R
63,24,58,19,48,78,10,R107,R
64,27,69,10,0,185,10,R107,R
65,15,77,9,63,93,10,R107,R
66,62,77,20,49,79,10,R107,R
67,49,73,25,117,147,10,R107,R
68,67,5,25,73,103,10,R107,R
69,56,39,36,132,162,10,R107,R
70,37,47,6,40,70,10,R107,R
71,37,56,5,168,198,10,R107,R
72,57,68,15,0,180,10,R107,R
73,47,16,25,0,197,10,R107,R
74,44,17,9,0,199,10,R107,R
75,46,13,8,139,169,10,R107,R
76,49,11,18,0,192,10,R107,R
77,49,42,13,63,93,10,R107,R
78,53,43,14,169,199,10,R107,R
79,61,52,3,86,116,10,R107,R
80,57,48,23,82,112,10,R107,R
81,56,37,6,168,198,10,R107,R
82,55,54,26,0,192,10,R107,R
83,15,47,16,0,196,10,R107,R
84,14,37,11,0,198,10,R107,R
85,11,31,7,91,121,10,R107,R
86,16,22,41,0,196,10,R107,R
87,4,18,35,0,184,10,R107,R
88,28,18,26,83,113,10,R107,R
89,26,52,9,64,94,10,R107,R
90,26,35,15,0,211,10,R107,R
91,31,67,3,0,187,10,R107,R
92,15,19,1,0,194,10,R107,R
93,22,22,2,18,48,10,R107,R
94,18,24,22,169,199,10,R107,R
95,26,27,27,0,207,10,R107,R
96,25,24,20,0,205,10,R107,R
97,22,27,11,0,204,10,R107,R
98,25,21,12,0,202,10,R107,R
99,19,21,10,0,198,10,R107,R
100,20,26,9,73,103,10,R107,R
101,18,18,17,165,195,10,R107,R
1,35,35,0,0,230,0,R108,R
2,41,49,10,0,204,10,R108,R
3,35,17,7,0,202,10,R108,R
4,55,45,13,0,197,10,R108,R
5,55,20,19,139,169,10,R108,R
6,15,30,26,0,199,10,R108,R
7,25,30,3,0,208,10,R108,R
8,20,50,5,0,198,10,R108,R
9,10,43,9,85,115,10,R108,R
10,55,60,16,87,117,10,R108,R
11,30,60,16,0,194,10,R108,R
12,20,65,12,57,87,10,R108,R
13,50,35,19,0,205,10,R108,R
14,30,25,23,149,179,10,R108,R
15,15,10,20,0,187,10,R108,R
16,30,5,8,51,81,10,R108,R
17,10,20,19,0,190,10,R108,R
18,5,30,2,0,189,10,R108,R
19,20,40,12,0,204,10,R108,R
20,15,60,17,0,187,10,R108,R
21,45,65,9,0,188,10,R108,R
22,45,20,11,0,201,10,R108,R
23,45,10,18,0,193,10,R108,R
24,55,5,29,58,88,10,R108,R
25,65,35,3,0,190,10,R108,R
26,65,20,6,156,186,10,R108,R
27,45,30,17,0,208,10,R108,R
28,35,40,16,0,215,10,R108,R
29,41,37,16,0,213,10,R108,R
30,64,42,9,0,190,10,R108,R
31,40,60,21,0,194,10,R108,R
32,31,52,27,0,202,10,R108,R
33,35,69,23,0,186,10,R108,R
34,53,52,11,0,195,10,R108,R
35,65,55,14,0,183,10,R108,R
36,63,65,8,0,178,10,R108,R
37,2,60,5,0,178,10,R108,R
38,20,20,8,0,198,10,R108,R
39,5,5,16,73,103,10,R108,R
40,60,12,31,0,186,10,R108,R
41,40,25,9,0,208,10,R108,R
42,42,7,5,0,191,10,R108,R
43,24,12,5,0,194,10,R108,R
44,23,3,7,0,185,10,R108,R
45,11,14,18,59,89,10,R108,R
46,6,38,16,0,190,10,R108,R
47,2,48,1,0,184,10,R108,R
48,8,56,27,0,185,10,R108,R
49,13,52,36,0,192,10,R108,R
50,6,68,30,0,176,10,R108,R
51,47,47,13,0,203,10,R108,R
52,49,58,10,0,193,10,R108,R
53,27,43,9,0,208,10,R108,R
54,37,31,14,85,115,10,R108,R
55,57,29,18,0,197,10,R108,R
56,63,23,2,126,156,10,R108,R
57,53,12,6,0,190,10,R108,R
58,32,12,7,0,196,10,R108,R
59,36,26,18,180,210,10,R108,R
60,21,24,28,0,202,10,R108,R
61,17,34,3,0,201,10,R108,R
62,12,24,13,0,194,10,R108,R
63,24,58,19,48,78,10,R108,R
64,27,69,10,0,185,10,R108,R
65,15,77,9,0,173,10,R108,R
66,62,77,20,0,170,10,R108,R
67,49,73,25,0,179,10,R108,R
68,67,5,25,73,103,10,R108,R
69,56,39,36,0,198,10,R108,R
70,37,47,6,40,70,10,R108,R
71,37,56,5,0,198,10,R108,R
72,57,68,15,0,180,10,R108,R
73,47,16,25,0,197,10,R108,R
74,44,17,9,0,199,10,R108,R
75,46,13,8,139,169,10,R108,R
76,49,11,18,0,192,10,R108,R
77,49,42,13,63,93,10,R108,R
78,53,43,14,169,199,10,R108,R
79,61,52,3,0,188,10,R108,R
80,57,48,23,82,112,10,R108,R
81,56,37,6,0,198,10,R108,R
82,55,54,26,0,192,10,R108,R
83,15,47,16,0,196,10,R108,R
84,14,37,11,0,198,10,R108,R
85,11,31,7,91,121,10,R108,R
86,16,22,41,0,196,10,R108,R
87,4,18,35,0,184,10,R108,R
88,28,18,26,83,113,10,R108,R
89,26,52,9,0,200,10,R108,R
90,26,35,15,0,211,10,R108,R
91,31,67,3,0,187,10,R108,R
92,15,19,1,0,194,10,R108,R
93,22,22,2,18,48,10,R108,R
94,18,24,22,0,199,10,R108,R
95,26,27,27,0,207,10,R108,R
96,25,24,20,0,205,10,R108,R
97,22,27,11,0,204,10,R108,R
98,25,21,12,0,202,10,R108,R
99,19,21,10,0,198,10,R108,R
100,20,26,9,73,103,10,R108,R
101,18,18,17,165,195,10,R108,R
1,35,35,0,0,230,0,R109,R
2,41,49,10,133,198,10,R109,R
3,35,17,7,22,87,10,R109,R
4,55,45,13,98,143,10,R109,R
5,55,20,19,123,184,10,R109,R
6,15,30,26,20,93,10,R109,R
7,25,30,3,76,131,10,R109,R
8,20,50,5,61,110,10,R109,R
9,10,43,9,75,124,10,R109,R
10,55,60,16,74,129,10,R109,R
11,30,60,16,107,150,10,R109,R
12,20,65,12,42,101,10,R109,R
13,50,35,19,38,97,10,R109,R
14,30,25,23,131,196,10,R109,R
15,15,10,20,32,114,10,R109,R
16,30,5,8,35,96,10,R109,R
17,10,20,19,52,107,10,R109,R
18,5,30,2,124,189,10,R109,R
19,20,40,12,69,114,10,R109,R
20,15,60,17,52,109,10,R109,R
21,45,65,9,105,156,10,R109,R
22,45,20,11,37,96,10,R109,R
23,45,10,18,76,127,10,R109,R
24,55,5,29,43,102,10,R109,R
25,65,35,3,124,190,10,R109,R
26,65,20,6,121,186,10,R109,R
27,45,30,17,112,161,10,R109,R
28,35,40,16,8,75,10,R109,R
29,41,37,16,11,76,10,R109,R
30,64,42,9,37,98,10,R109,R
31,40,60,21,49,102,10,R109,R
32,31,52,27,24,85,10,R109,R
33,35,69,23,116,175,10,R109,R
34,53,52,11,24,92,10,R109,R
35,65,55,14,96,147,10,R109,R
36,63,65,8,116,178,10,R109,R
37,2,60,5,41,112,10,R109,R
38,20,20,8,113,164,10,R109,R
39,5,5,16,60,115,10,R109,R
40,60,12,31,33,110,10,R109,R
41,40,25,9,65,114,10,R109,R
42,42,7,5,72,131,10,R109,R
43,24,12,5,25,91,10,R109,R
44,23,3,7,111,162,10,R109,R
45,11,14,18,45,102,10,R109,R
46,6,38,16,29,99,10,R109,R
47,2,48,1,92,151,10,R109,R
48,8,56,27,34,105,10,R109,R
49,13,52,36,128,192,10,R109,R
50,6,68,30,93,132,10,R109,R
51,47,47,13,102,155,10,R109,R
52,49,58,10,64,121,10,R109,R
53,27,43,9,26,87,10,R109,R
54,37,31,14,75,124,10,R109,R
55,57,29,18,118,171,10,R109,R
56,63,23,2,111,170,10,R109,R
57,53,12,6,106,163,10,R109,R
58,32,12,7,77,134,10,R109,R
59,36,26,18,147,210,10,R109,R
60,21,24,28,17,100,10,R109,R
61,17,34,3,134,199,10,R109,R
62,12,24,13,55,106,10,R109,R
63,24,58,19,30,95,10,R109,R
64,27,69,10,34,103,10,R109,R
65,15,77,9,48,107,10,R109,R
66,62,77,20,49,113,10,R109,R
67,49,73,25,104,159,10,R109,R
68,67,5,25,59,116,10,R109,R
69,56,39,36,117,176,10,R109,R
70,37,47,6,23,86,10,R109,R
71,37,56,5,123,198,10,R109,R
72,57,68,15,54,109,10,R109,R
73,47,16,25,22,96,10,R109,R
74,44,17,9,56,109,10,R109,R
75,46,13,8,123,184,10,R109,R
76,49,11,18,45,102,10,R109,R
77,49,42,13,52,103,10,R109,R
78,53,43,14,136,200,10,R109,R
79,61,52,3,71,130,10,R109,R
80,57,48,23,72,121,10,R109,R
81,56,37,6,135,198,10,R109,R
82,55,54,26,78,119,10,R109,R
83,15,47,16,29,90,10,R109,R
84,14,37,11,21,89,10,R109,R
85,11,31,7,81,130,10,R109,R
86,16,22,41,70,121,10,R109,R
87,4,18,35,74,123,10,R109,R
88,28,18,26,79,116,10,R109,R
89,26,52,9,50,107,10,R109,R
90,26,35,15,139,211,10,R109,R
91,31,67,3,73,126,10,R109,R
92,15,19,1,132,194,10,R109,R
93,22,22,2,18,88,10,R109,R
94,18,24,22,129,199,10,R109,R
95,26,27,27,81,128,10,R109,R
96,25,24,20,14,78,10,R109,R
97,22,27,11,114,165,10,R109,R
98,25,21,12,115,160,10,R109,R
99,19,21,10,32,93,10,R109,R
100,20,26,9,60,115,10,R109,R
101,18,18,17,123,195,10,R109,R
1,35,35,0,0,230,0,R110,R
2,41,49,10,130,201,10,R110,R
3,35,17,7,20,89,10,R110,R
4,55,45,13,106,135,10,R110,R
5,55,20,19,71,195,10,R110,R
6,15,30,26,20,107,10,R110,R
7,25,30,3,54,153,10,R110,R
8,20,50,5,66,105,10,R110,R
9,10,43,9,61,138,10,R110,R
10,55,60,16,53,150,10,R110,R
11,30,60,16,101,156,10,R110,R
12,20,65,12,33,152,10,R110,R
13,50,35,19,38,97,10,R110,R
14,30,25,23,70,208,10,R110,R
15,15,10,20,32,137,10,R110,R
16,30,5,8,30,154,10,R110,R
17,10,20,19,54,105,10,R110,R
18,5,30,2,51,189,10,R110,R
19,20,40,12,77,106,10,R110,R
20,15,60,17,53,108,10,R110,R
21,45,65,9,109,152,10,R110,R
22,45,20,11,37,96,10,R110,R
23,45,10,18,59,144,10,R110,R
24,55,5,29,36,155,10,R110,R
25,65,35,3,118,190,10,R110,R
26,65,20,6,47,186,10,R110,R
27,45,30,17,117,156,10,R110,R
28,35,40,16,5,156,10,R110,R
29,41,37,16,8,79,10,R110,R
30,64,42,9,37,98,10,R110,R
31,40,60,21,28,123,10,R110,R
32,31,52,27,24,85,10,R110,R
33,35,69,23,116,175,10,R110,R
34,53,52,11,24,179,10,R110,R
35,65,55,14,100,143,10,R110,R
36,63,65,8,50,178,10,R110,R
37,2,60,5,41,178,10,R110,R
38,20,20,8,117,160,10,R110,R
39,5,5,16,42,145,10,R110,R
40,60,12,31,33,186,10,R110,R
41,40,25,9,51,128,10,R110,R
42,42,7,5,44,159,10,R110,R
43,24,12,5,25,172,10,R110,R
44,23,3,7,115,158,10,R110,R
45,11,14,18,31,138,10,R110,R
46,6,38,16,29,189,10,R110,R
47,2,48,1,93,150,10,R110,R
48,8,56,27,34,116,10,R110,R
49,13,52,36,125,192,10,R110,R
50,6,68,30,93,132,10,R110,R
51,47,47,13,105,152,10,R110,R
52,49,58,10,66,119,10,R110,R
53,27,43,9,25,88,10,R110,R
54,37,31,14,62,137,10,R110,R
55,57,29,18,121,168,10,R110,R
56,63,23,2,70,189,10,R110,R
57,53,12,6,81,188,10,R110,R
58,32,12,7,78,133,10,R110,R
59,36,26,18,79,210,10,R110,R
60,21,24,28,17,123,10,R110,R
61,17,34,3,130,201,10,R110,R
62,12,24,13,59,102,10,R110,R
63,24,58,19,25,164,10,R110,R
64,27,69,10,34,112,10,R110,R
65,15,77,9,46,165,10,R110,R
66,62,77,20,49,170,10,R110,R
67,49,73,25,77,179,10,R110,R
68,67,5,25,43,150,10,R110,R
69,56,39,36,82,198,10,R110,R
70,37,47,6,12,142,10,R110,R
71,37,56,5,21,198,10,R110,R
72,57,68,15,57,106,10,R110,R
73,47,16,25,22,110,10,R110,R
74,44,17,9,60,105,10,R110,R
75,46,13,8,73,195,10,R110,R
76,49,11,18,46,101,10,R110,R
77,49,42,13,36,119,10,R110,R
78,53,43,14,65,200,10,R110,R
79,61,52,3,43,158,10,R110,R
80,57,48,23,58,135,10,R110,R
81,56,37,6,69,198,10,R110,R
82,55,54,26,87,110,10,R110,R
83,15,47,16,28,91,10,R110,R
84,14,37,11,21,97,10,R110,R
85,11,31,7,68,143,10,R110,R
86,16,22,41,74,117,10,R110,R
87,4,18,35,79,118,10,R110,R
88,28,18,26,84,111,10,R110,R
89,26,52,9,24,133,10,R110,R
90,26,35,15,128,211,10,R110,R
91,31,67,3,76,123,10,R110,R
92,15,19,1,130,194,10,R110,R
93,22,22,2,18,181,10,R110,R
94,18,24,22,41,199,10,R110,R
95,26,27,27,88,121,10,R110,R
96,25,24,20,14,83,10,R110,R
97,22,27,11,119,160,10,R110,R
98,25,21,12,122,153,10,R110,R
99,19,21,10,32,93,10,R110,R
100,20,26,9,38,137,10,R110,R
101,18,18,17,28,195,10,R110,R
1,35,35,0,0,230,0,R111,R
2,41,49,10,15,204,10,R111,R
3,35,17,7,18,202,10,R111,R
4,55,45,13,54,187,10,R111,R
5,55,20,19,138,169,10,R111,R
6,15,30,26,20,199,10,R111,R
7,25,30,3,76,131,10,R111,R
8,20,50,5,21,170,10,R111,R
9,10,43,9,87,112,10,R111,R
10,55,60,16,88,115,10,R111,R
11,30,60,16,107,150,10,R111,R
12,20,65,12,57,86,10,R111,R
13,50,35,19,15,192,10,R111,R
14,30,25,23,147,180,10,R111,R
15,15,10,20,32,187,10,R111,R
16,30,5,8,50,81,10,R111,R
17,10,20,19,29,139,10,R111,R
18,5,30,2,124,189,10,R111,R
19,20,40,12,47,136,10,R111,R
20,15,60,17,32,146,10,R111,R
21,45,65,9,79,182,10,R111,R
22,45,20,11,18,195,10,R111,R
23,45,10,18,76,127,10,R111,R
24,55,5,29,58,87,10,R111,R
25,65,35,3,58,190,10,R111,R
26,65,20,6,153,186,10,R111,R
27,45,30,17,58,208,10,R111,R
28,35,40,16,8,75,10,R111,R
29,41,37,16,6,136,10,R111,R
30,64,42,9,29,150,10,R111,R
31,40,60,21,49,102,10,R111,R
32,31,52,27,17,198,10,R111,R
33,35,69,23,67,186,10,R111,R
34,53,52,11,24,92,10,R111,R
35,65,55,14,36,183,10,R111,R
36,63,65,8,116,178,10,R111,R
37,2,60,5,41,112,10,R111,R
38,20,20,8,42,198,10,R111,R
39,5,5,16,74,101,10,R111,R
40,60,12,31,33,110,10,R111,R
41,40,25,9,65,114,10,R111,R
42,42,7,5,72,131,10,R111,R
43,24,12,5,25,91,10,R111,R
44,23,3,7,82,185,10,R111,R
45,11,14,18,59,88,10,R111,R
46,6,38,16,29,99,10,R111,R
47,2,48,1,63,180,10,R111,R
48,8,56,27,34,176,10,R111,R
49,13,52,36,27,192,10,R111,R
50,6,68,30,93,132,10,R111,R
51,47,47,13,41,203,10,R111,R
52,49,58,10,36,149,10,R111,R
53,27,43,9,11,195,10,R111,R
54,37,31,14,87,112,10,R111,R
55,57,29,18,90,197,10,R111,R
56,63,23,2,126,155,10,R111,R
57,53,12,6,106,163,10,R111,R
58,32,12,7,48,163,10,R111,R
59,36,26,18,178,210,10,R111,R
60,21,24,28,17,202,10,R111,R
61,17,34,3,70,201,10,R111,R
62,12,24,13,29,132,10,R111,R
63,24,58,19,46,79,10,R111,R
64,27,69,10,34,172,10,R111,R
65,15,77,9,48,107,10,R111,R
66,62,77,20,49,113,10,R111,R
67,49,73,25,104,159,10,R111,R
68,67,5,25,73,102,10,R111,R
69,56,39,36,117,176,10,R111,R
70,37,47,6,39,70,10,R111,R
71,37,56,5,123,198,10,R111,R
72,57,68,15,39,148,10,R111,R
73,47,16,25,22,197,10,R111,R
74,44,17,9,30,135,10,R111,R
75,46,13,8,138,169,10,R111,R
76,49,11,18,27,192,10,R111,R
77,49,42,13,65,90,10,R111,R
78,53,43,14,168,199,10,R111,R
79,61,52,3,71,130,10,R111,R
80,57,48,23,84,109,10,R111,R
81,56,37,6,135,198,10,R111,R
82,55,54,26,57,140,10,R111,R
83,15,47,16,23,196,10,R111,R
84,14,37,11,21,198,10,R111,R
85,11,31,7,93,118,10,R111,R
86,16,22,41,23,177,10,R111,R
87,4,18,35,49,148,10,R111,R
88,28,18,26,88,107,10,R111,R
89,26,52,9,50,107,10,R111,R
90,26,35,15,68,211,10,R111,R
91,31,67,3,46,153,10,R111,R
92,15,19,1,25,194,10,R111,R
93,22,22,2,18,53,10,R111,R
94,18,24,22,129,199,10,R111,R
95,26,27,27,35,174,10,R111,R
96,25,24,20,14,205,10,R111,R
97,22,27,11,51,204,10,R111,R
98,25,21,12,92,183,10,R111,R
99,19,21,10,21,198,10,R111,R
100,20,26,9,74,101,10,R111,R
101,18,18,17,159,195,10,R111,R
1,35,35,0,0,230,0,R112,R
2,41,49,10,73,204,10,R112,R
3,35,17,7,18,147,10,R112,R
4,55,45,13,76,165,10,R112,R
5,55,20,19,73,195,10,R112,R
6,15,30,26,20,167,10,R112,R
7,25,30,3,49,158,10,R112,R
8,20,50,5,36,135,10,R112,R
9,10,43,9,50,149,10,R112,R
10,55,60,16,47,156,10,R112,R
11,30,60,16,85,172,10,R112,R
12,20,65,12,33,152,10,R112,R
13,50,35,19,15,133,10,R112,R
14,30,25,23,79,208,10,R112,R
15,15,10,20,32,187,10,R112,R
16,30,5,8,30,152,10,R112,R
17,10,20,19,29,139,10,R112,R
18,5,30,2,60,189,10,R112,R
19,20,40,12,47,136,10,R112,R
20,15,60,17,32,146,10,R112,R
21,45,65,9,79,182,10,R112,R
22,45,20,11,18,136,10,R112,R
23,45,10,18,50,153,10,R112,R
24,55,5,29,36,155,10,R112,R
25,65,35,3,58,190,10,R112,R
26,65,20,6,56,186,10,R112,R
27,45,30,17,87,186,10,R112,R
28,35,40,16,5,140,10,R112,R
29,41,37,16,6,136,10,R112,R
30,64,42,9,29,150,10,R112,R
31,40,60,21,25,132,10,R112,R
32,31,52,27,17,138,10,R112,R
33,35,69,23,67,186,10,R112,R
34,53,52,11,24,161,10,R112,R
35,65,55,14,70,173,10,R112,R
36,63,65,8,54,178,10,R112,R
